pid,nome,squadra,ruolo,ruolo_mantra,pfc,pma,pfc_range,pma_range,pfc_lo,pfc_hi,pma_lo,pma_hi,unc_pfc,dpfcpma,slot,tit,expfm,fascia,status,pen_prob,fk_prob,tix,fix,fix_contrib
b601847d18addfa6,ROMANO,Cagliari,C,M;C,0.5,5.1000000000000005,1-1,4-7,1.0,1.0,4.0,7.0,0.0,-4.0,8,92.0,6.21,TitLowCost,T,0.0,10.0,94.3,40.4,0.193
b126b88c7b53b3e7,CIURRIA,Monza,C,E;W,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,5.86,Riserva,P,0.0,0.0,22.7,4.4,-0.09
e52843e6dde286ac,DAGASSO,Venezia,C,C,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.88,Riserva,P,0.0,0.0,7.3,6.0,-0.062
ef32abe6d48c5537,HASA,Frosinone,C,C;T,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,70.0,6.04,Jolly,P,0.0,0.0,26.3,16.9,0.028
95e991aaa9484b67,DUNCAN,Venezia,C,C,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,56.0,5.74,Riserva,P,0.0,0.0,13.0,1.3,-0.146
f25177b705e6e6e7,KONE B.,Frosinone,C,C,0.5,0.5,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.73,Riserva,P,0.0,0.0,7.3,1.8,-0.14
88d437b7a74c0aeb,TRAORÈ HJ.,Genoa,C,W;T,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,70.0,6.23,Jolly,P,0.0,0.0,26.3,35.4,0.161
8a9324206d1c5b75,PEREZ K.,Venezia,C,C;T,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,88.0,6.13,TitLowCost,T,0.0,10.0,76.6,29.4,0.114
8e861be74ae235ae,WINKS,Cagliari,C,M;C,0.5,1.7,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,78.0,6.21,TitLowCost,B,0.0,0.0,42.4,36.7,0.164
ebed2738baa66112,AMONDARAIN,Bologna,C,M;C,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,68.0,6.08,Riserva,P,0.0,0.0,24.7,22.7,0.054
c70e8e6fb6fd9f32,FITZ-JIM,Torino,C,M;C,0.5,3.8,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,84.0,6.41,TitLowCost,B,0.0,10.0,57.0,60.9,0.344
e1ecebec2a698a54,EL AZZOUZI A.,Frosinone,C,M;C,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.71,Riserva,P,0.0,0.0,7.3,0.8,-0.151
03452bb8df6f1924,AKINSANMIRO,Monza,C,C,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,88.0,5.97,TitLowCost,T,0.0,0.0,76.6,8.6,-0.026
686f574ab32912b2,DIALLO O.,Parma,C,W;A,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,78.0,6.3,TitLowCost,P,0.0,0.0,42.4,46.6,0.234
54008e608dca8d35,SOW,Genoa,C,M;C,0.5,2.5500000000000003,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,90.0,6.23,TitLowCost,T,0.0,0.0,86.2,42.4,0.207
94c69e06bbf73b46,PELLEGRINI LO.,Roma,C,C;T,0.5,2.0,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,74.0,6.38,Jolly,P,0.0,0.0,32.8,53.4,0.281
e02d302b43f0ab6d,GRILLITSCH,Frosinone,C,M;C,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,80.0,5.97,TitLowCost,P,0.0,0.0,47.4,9.1,-0.024
d8e5f5a9572defc0,CISSÈ A.,Milan,C,W;T,0.5,8.75,1-1,7-12,1.0,1.0,7.0,12.0,0.0,-8.0,8,61.0,6.42,Riserva,P,0.0,0.0,20.6,49.7,0.256
fc6b072f3a1a1158,FORSON O.,Monza,C,W;T,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,54.0,5.79,Riserva,P,0.0,0.0,11.2,2.3,-0.113
c97405e66b2d3c61,COMOTTO,Milan,C,M;C,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,6.0,Riserva,P,0.0,0.0,7.3,13.0,0.0
4fc839dbb913fc34,LAERKE,Lecce,C,W;A,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,6.0,Riserva,P,0.0,0.0,7.3,13.0,0.0
19575fbca99b5094,TOURÈ I.,Monza,C,E;M,0.5,1.8,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,86.0,6.0,TitLowCost,T,0.0,0.0,64.6,13.0,0.0
95c03b3843364e36,ELMAS,Atalanta,C,W;T,0.5,2.65,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,72.0,6.31,Jolly,P,0.0,0.0,29.2,45.1,0.223
6906acbab906d9a4,FINI,Frosinone,C,W,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,88.0,6.1,TitLowCost,B,0.0,0.0,76.6,26.8,0.088
2e0bbea95dc39dd9,MOUT,Monza,C,C,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,5.83,Riserva,P,0.0,0.0,22.7,3.1,-0.109
12bec60e73dfa0b3,FOE ONDOA,Monza,C,C,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,5.86,Riserva,P,0.0,0.0,17.2,4.9,-0.084
2d81aa077f835ebc,CIERVO,Cagliari,C,W,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,60.0,6.17,Riserva,P,0.0,0.0,17.2,27.6,0.102
c159062dd62e85c0,MASSOLIN,Cagliari,C,C;T,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,6.17,Riserva,P,0.0,0.0,17.2,27.6,0.102
aa6e19c703cc9f81,GAGLIARDINI,Cagliari,C,M;C,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,5.94,Riserva,P,0.0,0.0,17.2,7.0,-0.036
fb4fd94dc65b814f,JOVANOVIC,Udinese,C,W;T,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,51.0,6.07,Riserva,P,0.0,0.0,3.4,19.5,0.036
390fb279fb521489,FERNANDEZ T.,Venezia,C,T;A,0.5,1.45,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,73.0,6.48,Jolly,B,0.0,0.0,31.2,61.7,0.35
241ecc3f4ca2acc8,DIMARCO,Inter,D,E;W,74.75,75.2,64-86,71-81,64.0,86.0,71.0,81.0,11.0,0.0,1,92.0,6.89,Top,T,0.0,20.0,91.8,99.7,0.819
8973c27a98373290,WESLEY,Roma,D,E,42.35,38.75,34-51,36-42,34.0,51.0,36.0,42.0,8.5,3.0,1,92.0,6.53,Top,T,0.0,10.0,91.8,99.2,0.488
5688fec4c65a4f61,MOLINA N.,Roma,D,E,30.450000000000003,27.099999999999998,25-37,25-30,25.0,37.0,25.0,30.0,6.0,3.0,1,90.0,6.44,Semi-Top,T,0.0,0.0,81.5,98.7,0.396
5f3e8a6eb737d18e,MANCINI,Roma,D,Dc,30.4,26.4,25-37,24-30,25.0,37.0,24.0,30.0,6.0,4.0,1,92.0,6.42,Semi-Top,T,0.0,0.0,91.8,98.1,0.386
df5c28080769db0b,DI LORENZO,Napoli,D,Dd;E,27.900000000000002,19.5,21-35,18-22,21.0,35.0,18.0,22.0,7.0,8.0,1,92.0,6.39,Semi-Top,T,0.0,0.0,91.8,97.4,0.359
ef187cd8f73790ec,BREMER,Juventus,D,Dc,27.85,32.099999999999994,21-35,30-35,21.0,35.0,30.0,35.0,7.0,-4.0,1,92.0,6.39,Semi-Top,T,0.0,0.0,91.8,97.4,0.359
a13c9dfd238cc261,PAVLOVIC,Milan,D,Dc,27.150000000000002,21.9,21-34,20-25,21.0,34.0,20.0,25.0,6.5,5.0,1,92.0,6.38,Semi-Top,T,0.0,0.0,91.8,96.6,0.35
cb2028d6c9c9f09b,RRAHMANI,Napoli,D,Dc,25.8,21.7,20-33,20-25,20.0,33.0,20.0,25.0,6.5,4.0,1,92.0,6.36,Semi-Top,T,0.0,0.0,91.8,94.7,0.331
45a1c685b80149e8,SOLET,Udinese,D,Dc,25.25,23.05,19-32,21-26,19.0,32.0,21.0,26.0,6.5,2.0,1,92.0,6.36,Semi-Top,T,20.0,0.0,91.8,94.7,0.331
765cb6f21e4705fd,SPENCE,Inter,D,E,25.2,17.0,19-32,15-20,19.0,32.0,15.0,20.0,6.5,8.0,1,90.0,6.38,Semi-Top,B,0.0,0.0,81.5,96.0,0.342
7b368e4f096f8d19,KALULU,Juventus,D,Dd;Dc,24.65,24.45,19-31,22-28,19.0,31.0,22.0,28.0,6.0,1.0,2,92.0,6.35,Semi-Top,T,0.0,0.0,91.8,93.7,0.322
83ec780f79098c25,BASTONI,Inter,D,Dc,24.150000000000002,27.85,19-31,26-31,19.0,31.0,26.0,31.0,6.0,-4.0,2,92.0,6.35,Semi-Top,T,0.0,0.0,91.8,93.7,0.322
fa412fd4026d2c8f,AKANJI,Inter,D,Dc,23.5,25.3,18-30,23-29,18.0,30.0,23.0,29.0,6.0,-1.0,2,88.0,6.38,Semi-Top,B,0.0,0.0,71.4,95.5,0.334
f5bb1014773ad923,BISSECK,Inter,D,Dc,21.5,18.849999999999998,17-27,17-22,17.0,27.0,17.0,22.0,5.0,3.0,2,88.0,6.35,Semi-Top,T,0.0,0.0,71.4,92.9,0.308
69bc62348498fbfe,GILA,Milan,D,Dc,20.7,20.400000000000002,16-26,19-23,16.0,26.0,19.0,23.0,5.0,1.0,2,92.0,6.31,Semi-Top,T,0.0,0.0,91.8,92.3,0.285
3463636f17bece43,CHALOBAH T.,Como,D,Dd;Dc,20.400000000000002,20.0,16-26,18-23,16.0,26.0,18.0,23.0,5.0,0.0,2,92.0,6.3,Semi-Top,T,0.0,0.0,91.8,91.3,0.276
3155d7a60b4a529a,N'DICKA,Roma,D,Dc,17.9,18.55,14-23,16-22,14.0,23.0,16.0,22.0,4.5,-1.0,2,86.0,6.32,Semi-Top,T,0.0,0.0,60.8,90.7,0.275
752e6eabaa600fca,SPINAZZOLA,Napoli,D,Ds;E,17.55,10.4,14-22,9-13,14.0,22.0,9.0,13.0,4.0,8.0,2,88.0,6.31,Semi-Top,T,0.0,10.0,71.4,90.2,0.273
63796a30e7fa1e32,CAMBIASO,Juventus,D,Dd;Ds;E,16.35,11.0,13-21,9-14,13.0,21.0,9.0,14.0,4.0,5.0,2,84.0,6.33,Semi-Top,B,0.0,0.0,55.3,91.8,0.277
675e74eb17908d6d,ZAPPACOSTA,Atalanta,D,Dd;E,16.150000000000002,8.4,13-21,7-10,13.0,21.0,7.0,10.0,4.0,8.0,2,86.0,6.31,OttimoTit,B,0.0,0.0,60.8,89.7,0.267
6f53a975055ebad2,JIMENEZ A.,Fiorentina,D,Dd;Ds;E,14.7,12.200000000000001,12-19,10-15,12.0,19.0,10.0,15.0,3.5,3.0,3,92.0,6.24,OttimoTit,T,0.0,0.0,91.8,88.9,0.221
d5be7e0154ecadd2,OSTIGARD,Genoa,D,Dc,14.55,16.299999999999997,11-19,15-19,11.0,19.0,15.0,19.0,4.0,-1.0,3,92.0,6.24,OttimoTit,T,20.0,0.0,91.8,88.9,0.221
2f5c29a4ba53e446,RAMON,Como,D,Dc,13.100000000000001,18.950000000000003,10-17,17-22,10.0,17.0,17.0,22.0,3.5,-6.0,3,92.0,6.22,OttimoTit,T,0.0,0.0,91.8,87.8,0.202
047bf8606de8fe72,SCALVINI,Atalanta,D,Dc,11.25,12.55,9-15,11-15,9.0,15.0,11.0,15.0,3.0,-2.0,3,90.0,6.21,OttimoTit,T,0.0,0.0,81.5,84.4,0.189
fb7920bb212faee3,COUTO,Como,D,Dd;E,11.1,12.5,9-14,11-15,9.0,14.0,11.0,15.0,2.5,-2.0,3,92.0,6.2,OttimoTit,T,0.0,0.0,91.8,82.3,0.184
cd751149294bd797,BERNASCONI,Atalanta,D,Ds;E,10.95,8.1,9-14,7-10,9.0,14.0,7.0,10.0,2.5,3.0,3,88.0,6.23,OttimoTit,T,0.0,0.0,71.4,87.8,0.202
e025ee4469f6ad1d,BARTESAGHI,Milan,D,Ds;E,10.45,6.7,8-14,6-9,8.0,14.0,6.0,9.0,3.0,3.0,3,88.0,6.22,OttimoTit,B,0.0,10.0,71.4,86.2,0.194
054b293fd42bb580,VOJVODA,Udinese,D,Dd;E,10.35,11.4,8-13,10-13,8.0,13.0,10.0,13.0,2.5,-1.0,3,88.0,6.22,OttimoTit,T,0.0,10.0,71.4,86.2,0.194
afe6d46f0724be79,MIRANDA J.,Bologna,D,Ds;E,9.75,7.7,8-13,7-10,8.0,13.0,7.0,10.0,2.5,2.0,3,88.0,6.21,OttimoTit,B,0.0,10.0,71.4,83.3,0.185
b68e8eff183c13de,VALERI,Parma,D,Ds;E,9.65,6.75,8-13,6-9,8.0,13.0,6.0,9.0,2.5,3.0,3,92.0,6.18,OttimoTit,T,20.0,10.0,91.8,80.2,0.166
2394f53dadd42b1f,CELIK,Juventus,D,B;Dd;E,9.549999999999999,12.35,8-12,11-15,8.0,12.0,11.0,15.0,2.0,-2.0,4,86.0,6.23,OttimoTit,B,0.0,0.0,60.8,87.0,0.198
7d2bf2e6921d4709,TAVARES N.,Lazio,D,Ds;E,8.7,7.9,7-11,7-10,7.0,11.0,7.0,10.0,2.0,1.0,4,84.0,6.23,OttimoTit,B,0.0,0.0,55.3,85.4,0.193
7a04d0631ca38c20,DRAGUSIN,Fiorentina,D,Dc,7.95,8.5,6-10,7-11,6.0,10.0,7.0,11.0,2.0,-1.0,4,84.0,6.22,OttimoTit,T,0.0,0.0,55.3,83.3,0.185
750cbaa6733cc543,STONES,Inter,D,Dc,7.9,13.4,6-10,12-16,6.0,10.0,12.0,16.0,2.0,-5.0,4,84.0,6.22,OttimoTit,B,0.0,0.0,55.3,83.3,0.185
dfb3b964a5940b7c,VASQUEZ,Genoa,D,Ds;Dc,7.4,12.05,6-10,10-15,6.0,10.0,10.0,15.0,2.0,-5.0,4,92.0,6.15,OttimoTit,T,0.0,0.0,91.8,73.8,0.138
bebd9c0c551556c4,LUCUMÌ,Juventus,D,Dc,7.1000000000000005,12.35,6-9,11-15,6.0,9.0,11.0,15.0,1.5,-5.0,4,88.0,6.18,OttimoTit,T,0.0,0.0,71.4,78.8,0.158
50d375f310515b9f,KRISTENSEN T.,Atalanta,D,Dd;Dc,7.05,9.5,6-9,7-13,6.0,9.0,7.0,13.0,1.5,-3.0,4,84.0,6.21,OttimoTit,T,0.0,0.0,55.3,81.7,0.176
e72d21420cdc40a0,KAIKI,Como,D,Ds;E,7.05,4.6499999999999995,6-9,4-7,6.0,9.0,4.0,7.0,1.5,2.0,4,88.0,6.18,OttimoTit,B,0.0,0.0,71.4,78.8,0.158
178029070c8e3c3e,VALDEPENAS,Fiorentina,D,Ds;Dc,6.8500000000000005,10.85,6-9,9-14,6.0,9.0,9.0,14.0,1.5,-4.0,4,90.0,6.16,OttimoTit,T,0.0,0.0,81.5,76.2,0.144
2d2c7f37d55631b3,DOEKHI,Lazio,D,Dc,6.35,6.1000000000000005,5-8,5-8,5.0,8.0,5.0,8.0,1.5,0.0,4,92.0,6.14,OttimoTit,T,0.0,0.0,91.8,72.2,0.129
ad922479aff31637,CARLOS AUGUSTO,Inter,D,B;Ds;E,6.3,5.7,5-8,4-8,5.0,8.0,4.0,8.0,1.5,0.0,5,80.0,6.24,OttimoTit,P,0.0,0.0,48.1,84.9,0.192
256d4eb5394687db,HOLM,Bologna,D,Dd;E,6.3,1.7,5-8,2-3,5.0,8.0,2.0,3.0,1.5,4.0,5,88.0,6.17,OttimoTit,B,0.0,0.0,71.4,77.2,0.15
dc47a870e163e126,HERMOSO,Roma,D,Dc,5.95,12.85,5-8,11-15,5.0,8.0,11.0,15.0,1.5,-7.0,5,88.0,6.17,OttimoTit,T,0.0,0.0,71.4,77.2,0.15
fc38f5cdbdee53fd,BELGHALI,Torino,D,Dd;E,5.75,3.5,5-8,3-5,5.0,8.0,3.0,5.0,1.5,2.0,5,88.0,6.16,OttimoTit,T,0.0,0.0,71.4,75.1,0.141
15e690d65283da72,VIERY,Fiorentina,D,Ds;Dc,5.6499999999999995,2.9,5-8,2-4,5.0,8.0,2.0,4.0,1.5,3.0,5,92.0,6.13,OttimoTit,T,0.0,0.0,91.8,66.4,0.12
b899572e5880fdc2,COMUZZO,Torino,D,Dc,5.2,5.8500000000000005,4-7,5-8,4.0,7.0,5.0,8.0,1.5,-1.0,5,90.0,6.14,OttimoTit,T,0.0,0.0,81.5,69.6,0.126
a9844471d1225084,THEATE,Bologna,D,Ds;Dc,4.8999999999999995,7.7,4-7,6-11,4.0,7.0,6.0,11.0,1.5,-3.0,5,88.0,6.16,OttimoTit,T,0.0,0.0,71.4,75.1,0.141
5f0cf2c1a5372461,BELLANOVA,Atalanta,D,Dd;E,4.55,5.35,4-6,4-7,4.0,6.0,4.0,7.0,1.0,0.0,5,82.0,6.2,OttimoTit,B,0.0,0.0,51.6,79.6,0.164
2c83883151ba4d92,DELPRATO,Parma,D,B;Dd;E,4.4,10.45,4-6,9-13,4.0,6.0,9.0,13.0,1.0,-6.0,5,92.0,6.12,OttimoTit,T,0.0,0.0,91.8,62.2,0.11
3f10ad5535a3485c,DRAMEH,Genoa,D,Dd;Ds;E,4.1000000000000005,1.7,4-6,2-3,4.0,6.0,2.0,3.0,1.0,2.0,5,88.0,6.14,OttimoTit,T,0.0,0.0,71.4,68.0,0.123
4815e19e6302ceaa,HEGGEM,Bologna,D,Ds;Dc,4.05,5.25,4-6,4-8,4.0,6.0,4.0,8.0,1.0,-1.0,6,88.0,6.14,OttimoTit,T,0.0,0.0,71.4,68.0,0.123
85d8a56f33e2304f,LEYSEN F.,Sassuolo,D,Ds;Dc,3.6,1.65,3-5,2-3,3.0,5.0,2.0,3.0,1.0,2.0,6,88.0,6.14,OttimoTit,B,0.0,0.0,71.4,68.0,0.123
971ec8206a235037,VALLE,Como,D,Ds;E,3.25,6.45,3-5,5-9,3.0,5.0,5.0,9.0,1.0,-3.0,6,86.0,6.15,OttimoTit,B,0.0,0.0,60.8,72.2,0.129
61e836237f16f676,OBRADOR,Sassuolo,D,Ds;E,3.0,2.3,3-4,2-4,3.0,4.0,2.0,4.0,0.5,1.0,6,86.0,6.15,OttimoTit,B,0.0,0.0,60.8,72.2,0.129
1b0ef5a4803ba63d,SUTALO J.,Lazio,D,Dc,2.9499999999999997,3.35,3-4,3-5,3.0,4.0,3.0,5.0,0.5,0.0,6,88.0,6.13,OttimoTit,T,0.0,0.0,71.4,63.5,0.114
c479ea08ff4e86ee,KOULIERAKIS,Roma,D,Dc,2.9,4.25,3-4,3-6,3.0,4.0,3.0,6.0,0.5,-1.0,6,76.0,6.23,OttimoTit,P,0.0,0.0,41.3,81.2,0.175
09263cbe5547af7a,MINA,Cagliari,D,Dc,2.4499999999999997,5.6499999999999995,2-4,5-8,2.0,4.0,5.0,8.0,1.0,-4.0,6,84.0,6.15,OttimoTit,T,20.0,0.0,55.3,69.6,0.126
a089086f0b39cb5b,MARCANDALLI,Genoa,D,Dc,2.4,5.0,2-3,4-7,2.0,3.0,4.0,7.0,0.5,-3.0,6,92.0,6.1,OttimoTit,T,0.0,0.0,91.8,57.4,0.092
a2c2362596f7996a,ZORTEA,Bologna,D,Dd;E,2.35,3.9,2-3,3-6,2.0,3.0,3.0,6.0,0.5,-2.0,6,84.0,6.15,TitLowCost,B,0.0,0.0,55.3,69.6,0.126
f7419680074c02f2,PEDRAZA,Lazio,D,Ds;E,2.35,2.15,2-3,2-3,2.0,3.0,2.0,3.0,0.5,0.0,6,88.0,6.12,TitLowCost,B,0.0,0.0,71.4,61.1,0.106
cc2e5584fe2b0ff0,DOIG,Sassuolo,D,Ds;E,2.2,1.55,2-3,2-2,2.0,3.0,2.0,2.0,0.5,0.0,7,88.0,6.12,TitLowCost,B,0.0,0.0,71.4,61.1,0.106
f0da85433c7df66c,KAMARA H.,Udinese,D,Ds;E,1.95,7.6499999999999995,2-3,7-10,2.0,3.0,7.0,10.0,0.5,-6.0,7,86.0,6.13,TitLowCost,T,0.0,0.0,60.8,62.7,0.112
eeee66a2f5e51aff,BADIASHILE,Napoli,D,Dc,1.85,5.25,2-3,4-8,2.0,3.0,4.0,8.0,0.5,-3.0,7,80.0,6.18,TitLowCost,P,0.0,0.0,48.1,76.2,0.144
b9c922f85902ac58,MANGAS,Monza,D,Ds;E,1.6,3.4,2-2,3-5,2.0,2.0,3.0,5.0,0.0,-1.0,7,92.0,6.09,TitLowCost,T,0.0,0.0,91.8,55.8,0.083
b34e2b36ffde7d16,ESTUPINAN,Milan,D,Ds;E,1.55,1.4,2-2,2-2,2.0,2.0,2.0,2.0,0.0,1.0,7,84.0,6.14,TitLowCost,B,0.0,0.0,55.3,65.3,0.118
6e08626798ddc89f,COMERT,Torino,D,Dc,1.45,1.45,2-2,2-2,2.0,2.0,2.0,2.0,0.0,0.0,7,90.0,6.1,TitLowCost,T,0.0,0.0,81.5,56.6,0.09
131c77baf44f2da7,GABBIA,Milan,D,Dc,1.35,4.2,2-2,3-6,2.0,2.0,3.0,6.0,0.0,-3.0,7,84.0,6.14,TitLowCost,B,0.0,0.0,55.3,65.3,0.118
49be46279a31a2e7,BUONGIORNO,Napoli,D,Dc,1.3,2.5,1-2,2-4,1.0,2.0,2.0,4.0,0.5,-2.0,7,74.0,6.23,Jolly,T,0.0,0.0,36.5,80.7,0.17
712ca3a4febf5c5d,OBERT,Cagliari,D,B;Ds;E,1.25,5.4,1-2,4-8,1.0,2.0,4.0,8.0,0.5,-4.0,7,86.0,6.12,TitLowCost,T,0.0,0.0,60.8,60.1,0.103
0aea3896ee16859a,KELLY L.,Juventus,D,Ds;Dc,1.15,4.3,1-2,3-6,1.0,2.0,3.0,6.0,0.5,-3.0,7,80.0,6.17,TitLowCost,P,0.0,0.0,48.1,73.3,0.136
7afcede202b0a5c6,KOLASINAC,Atalanta,D,Ds;Dc,1.1,2.2,1-2,2-3,1.0,2.0,2.0,3.0,0.5,-1.0,8,76.0,6.2,TitLowCost,P,0.0,0.0,41.3,78.0,0.152
97175d33d106ee7a,BRITSCHGI,Parma,D,Dd;Ds;E,1.0,1.75,1-2,2-3,1.0,2.0,2.0,3.0,0.5,-1.0,8,90.0,6.09,TitLowCost,T,0.0,0.0,81.5,54.8,0.081
d757c922a02c8073,DE WINTER,Milan,D,Dd;Dc,0.95,5.75,1-2,4-8,1.0,2.0,4.0,8.0,0.5,-5.0,8,78.0,6.18,TitLowCost,B,0.0,0.0,45.2,74.3,0.14
2bfda8e8919d0274,RODRIGUEZ R.,Torino,D,B;Ds;E,0.75,0.75,1-1,0-0,1.0,1.0,0.0,0.0,0.0,0.0,8,80.0,6.16,TitLowCost,T,0.0,0.0,48.1,70.9,0.128
d7a003fc8f08bc92,EHIZIBUE,Genoa,D,Dd;E,0.75,0.75,1-1,0-0,1.0,1.0,0.0,0.0,0.0,0.0,8,80.0,6.16,TitLowCost,T,0.0,0.0,48.1,70.9,0.128
e51c0ed2d8edd325,BIRAGHI,Torino,D,B;Ds;E,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.98,Riserva,P,0.0,0.0,10.6,35.7,-0.01
3e38d01fe1687b34,CABAL,Juventus,D,B;Ds;E,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,67.0,5.96,Riserva,P,0.0,0.0,29.9,29.4,-0.027
2644cbe3ec35e20a,CASALE,Bologna,D,Dc,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,51.0,5.94,Riserva,P,0.0,0.0,5.6,27.5,-0.031
e29b60a1e90ec181,DE SILVESTRI,Bologna,D,Dd;E,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.97,Riserva,P,0.0,0.0,10.6,33.3,-0.016
f3b8c34b32780186,GALLO,Lecce,D,Ds;E,0.5,2.35,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,88.0,6.06,TitLowCost,B,0.0,70.0,71.4,50.0,0.053
1444594f38626734,GATTI,Juventus,D,Dc,0.5,1.45,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,51.0,6.09,Riserva,P,0.0,0.0,5.6,48.1,0.046
1bf886e9a90a8621,HIEN,Atalanta,D,Dc,0.5,1.95,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,64.0,6.15,Riserva,P,0.0,0.0,27.0,57.9,0.096
4fc33ecf634c3e3c,ISMAJLI,Torino,D,Dc,0.5,1.95,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,64.0,5.91,Riserva,P,0.0,0.0,27.0,19.3,-0.058
ab7ded5b2c6f9f08,LAZZARI,Lazio,D,Dd;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,6.0,Riserva,P,0.0,0.0,27.0,38.1,0.0
0945906305578987,MARUSIC,Lazio,D,Dd;Ds;E,0.5,2.85,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,79.0,6.1,TitLowCost,T,0.0,0.0,46.3,54.2,0.079
9d56f55176e313a5,MAZZOCCHI,Venezia,D,Dd;Ds;E,0.5,2.0500000000000003,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,51.0,5.77,Riserva,P,0.0,0.0,5.6,10.8,-0.117
9fa5e7ccbbfd5a79,OLIVERA,Napoli,D,B;Ds;E,0.5,2.5500000000000003,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,60.0,6.05,Riserva,P,0.0,0.0,21.2,43.7,0.03
1cd8ad4ffd888083,PARISI,Fiorentina,D,Ds;E,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,42.0,5.89,Riserva,P,0.0,0.0,0.8,23.0,-0.046
2c97256efeed05f0,PATRIC,Lazio,D,Dd;Dc,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,49.0,5.95,Riserva,P,0.0,0.0,3.7,30.7,-0.024
f71825df913a2795,PELLEGRINI LU.,Lazio,D,Ds;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,50.0,5.96,Riserva,P,0.0,0.0,4.5,32.5,-0.02
6b99f26ecc7ac177,PONGRACIC,Fiorentina,D,Dc,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,68.0,5.93,Riserva,P,0.0,0.0,31.7,22.2,-0.048
f2ff2c5243cc685d,RANIERI L.,Fiorentina,D,Ds;Dc,0.5,1.55,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,60.0,5.89,Riserva,P,0.0,0.0,21.2,17.7,-0.066
a5cce87cdac55151,TOMORI,Milan,D,Dc,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.95,Riserva,P,0.0,0.0,10.6,29.9,-0.026
