pid,nome,squadra,ruolo,ruolo_mantra,pfc,pma,pfc_range,pma_range,pfc_lo,pfc_hi,pma_lo,pma_hi,unc_pfc,dpfcpma,slot,tit,expfm,fascia,status,pen_prob,fk_prob,tix,fix,fix_contrib
8dc136d42a30989e,GONZALEZ N.,Juventus,C,W;A,12.149999999999999,12.8,10-16,10-16,10.0,16.0,10.0,16.0,3.0,-1.0,4,75.0,6.77,OttimoTit,P,0.0,0.0,34.9,84.1,0.577
5617351c2f835a79,DIOUF,Inter,C,E;C,11.350000000000001,22.0,9-15,19-26,9.0,15.0,19.0,26.0,3.0,-11.0,4,84.0,6.63,OttimoTit,B,0.0,0.0,57.0,81.0,0.529
d0a5f8da0937c0da,SAELEMAEKERS,Milan,C,E;W,8.75,17.9,7-11,14-23,7.0,11.0,14.0,23.0,2.0,-9.0,4,76.0,6.69,OttimoTit,P,0.0,0.0,38.3,80.5,0.524
e093e365864661a5,CHUKWUEZE,Milan,C,E;W,8.05,11.350000000000001,7-11,9-15,7.0,11.0,9.0,15.0,2.0,-3.0,4,84.0,6.56,OttimoTit,B,0.0,0.0,57.0,78.4,0.47
1f8f1ebf2b71f120,BUSIO,Venezia,C,M;C,7.95,5.25,6-10,4-8,6.0,10.0,4.0,8.0,2.0,3.0,4,92.0,6.47,OttimoTit,T,70.0,70.0,94.3,74.2,0.432
c7dac029d71bd609,GAETANO,Atalanta,C,M;C,7.6,14.6,6-10,11-19,6.0,10.0,11.0,19.0,2.0,-7.0,5,86.0,6.53,OttimoTit,T,0.0,20.0,64.6,77.9,0.456
df3552c4275b722b,HUTCHINSON,Milan,C,W;A,7.550000000000001,4.2,6-10,3-6,6.0,10.0,3.0,6.0,2.0,4.0,5,80.0,6.6,OttimoTit,P,0.0,0.0,47.4,79.4,0.48
cc162c2b63943542,ODGAARD,Bologna,C,T,7.35,2.75,6-10,2-4,6.0,10.0,2.0,4.0,2.0,4.0,5,88.0,6.5,OttimoTit,T,0.0,0.0,76.6,75.8,0.44
542509312fe8c446,MODRIC,Milan,C,M;C,7.15,20.049999999999997,6-9,17-24,6.0,9.0,17.0,24.0,1.5,-13.0,5,88.0,6.49,OttimoTit,T,10.0,70.0,76.6,73.4,0.431
75290e24c6d81b8f,BALDANZI,Genoa,C,T,7.05,6.25,6-9,5-8,6.0,9.0,5.0,8.0,1.5,1.0,5,88.0,6.49,OttimoTit,T,0.0,70.0,76.6,73.4,0.431
7e0e6c1715e346d4,RODRIGUEZ JE.,Como,C,W;A,6.8999999999999995,8.149999999999999,6-9,6-11,6.0,9.0,6.0,11.0,1.5,-1.0,5,80.0,6.59,OttimoTit,P,0.0,0.0,47.4,78.9,0.472
f2aa4301fbbd3e47,MBANGULA,Bologna,C,W;A,6.8,3.15,6-9,2-5,6.0,9.0,2.0,5.0,1.5,4.0,5,84.0,6.53,OttimoTit,B,0.0,0.0,57.0,77.1,0.445
537ed5f718939fc3,PASALIC,Atalanta,C,C;T,6.5,4.8999999999999995,5-9,4-7,5.0,9.0,4.0,7.0,2.0,2.0,5,76.0,6.64,OttimoTit,P,0.0,0.0,38.3,79.9,0.486
f3f126dfa6517e0c,ISAKSEN,Lazio,C,W;A,6.45,5.6499999999999995,5-9,4-8,5.0,9.0,4.0,8.0,2.0,0.0,5,84.0,6.53,OttimoTit,B,0.0,0.0,57.0,77.1,0.445
2f9b8a3c383d9424,SCHMID,Frosinone,C,W;T,6.25,2.7,5-8,2-4,5.0,8.0,2.0,4.0,1.5,3.0,5,92.0,6.43,OttimoTit,T,20.0,0.0,94.3,68.8,0.396
7d3cdf9950338905,CALÒ,Frosinone,C,M;C,6.0,11.299999999999999,5-8,9-14,5.0,8.0,9.0,14.0,1.5,-5.0,6,88.0,6.47,OttimoTit,T,70.0,70.0,76.6,72.1,0.414
2b6552c811dfcce6,NDOUR,Fiorentina,C,C,5.6499999999999995,4.3,5-8,3-6,5.0,8.0,3.0,6.0,1.5,2.0,6,88.0,6.46,OttimoTit,T,0.0,0.0,76.6,69.8,0.405
20148ccdc91bdbc0,SARR P.,Juventus,C,M;C,5.6,8.149999999999999,5-7,5-12,5.0,7.0,5.0,12.0,1.0,-2.0,6,88.0,6.46,TitLowCost,T,0.0,0.0,76.6,69.8,0.405
0986d0f4fbc02fd8,PISILLI,Roma,C,C,4.95,4.05,4-7,3-6,4.0,7.0,3.0,6.0,1.5,1.0,6,80.0,6.55,TitLowCost,P,0.0,0.0,47.4,75.8,0.44
1c471023eea83a72,VERGARA,Napoli,C,W;T,4.8999999999999995,9.2,4-7,7-12,4.0,7.0,7.0,12.0,1.5,-4.0,6,80.0,6.55,TitLowCost,P,0.0,0.0,47.4,75.8,0.44
d83d5e09efd5d143,MONTEIRO J.,Lecce,C,W;A,4.8999999999999995,1.3,4-7,1-2,4.0,7.0,1.0,2.0,1.5,4.0,6,88.0,6.45,TitLowCost,B,0.0,0.0,76.6,68.8,0.396
db68f3a0adf779a4,CASADEI,Torino,C,C;T,4.8,7.8,4-6,6-11,4.0,6.0,6.0,11.0,1.0,-3.0,6,84.0,6.49,TitLowCost,T,0.0,0.0,57.0,71.1,0.412
eedb7f7a9ce46ee7,FAZZINI,Cagliari,C,C;T,4.75,5.45,4-6,4-8,4.0,6.0,4.0,8.0,1.0,0.0,6,90.0,6.43,TitLowCost,T,0.0,70.0,86.2,67.2,0.387
9ee7982f0cfe5443,PERRONE,Como,C,M;C,4.4,14.200000000000001,4-6,10-20,4.0,6.0,10.0,20.0,1.0,-10.0,6,88.0,6.44,TitLowCost,B,0.0,0.0,76.6,67.2,0.387
837aa92f0277ddb3,BERNABÈ,Parma,C,C,4.25,6.6499999999999995,4-6,5-9,4.0,6.0,5.0,9.0,1.0,-3.0,6,90.0,6.42,TitLowCost,T,10.0,70.0,86.2,65.1,0.378
f2ea849be328d810,LIBERALI,Como,C,T,3.4499999999999997,3.6,3-5,3-5,3.0,5.0,3.0,5.0,1.0,-1.0,7,76.0,6.57,TitLowCost,P,0.0,0.0,38.3,74.7,0.433
de8fc12177d05fe3,ADZIC,Sassuolo,C,C;T,3.25,6.7,3-5,5-9,3.0,5.0,5.0,9.0,1.0,-4.0,7,77.0,6.54,TitLowCost,T,0.0,10.0,40.9,72.7,0.416
cd037660763a370f,CACCIAMANI,Torino,C,E;W,3.2,9.15,3-4,7-13,3.0,4.0,7.0,13.0,0.5,-6.0,7,90.0,6.4,TitLowCost,T,0.0,0.0,86.2,63.3,0.36
ce90ef4c54064e9b,LOCATELLI,Juventus,C,M;C,3.0,11.1,3-4,8-15,3.0,4.0,8.0,15.0,0.5,-8.0,7,92.0,6.37,TitLowCost,T,10.0,10.0,94.3,60.2,0.34
98ff1e1da9f03ba9,EL SHAARAWY,Genoa,C,W,3.0,2.0,3-4,2-3,3.0,4.0,2.0,3.0,0.5,1.0,7,78.0,6.53,TitLowCost,P,0.0,0.0,42.4,71.6,0.413
464012888633ae9a,COLPANI,Monza,C,T,2.9499999999999997,3.35,3-4,3-5,3.0,4.0,3.0,5.0,0.5,0.0,7,88.0,6.41,TitLowCost,B,0.0,70.0,76.6,64.1,0.361
fa6c424c4e5478bf,BRAGANCA,Torino,C,C,2.8,1.1,3-4,1-2,3.0,4.0,1.0,2.0,0.5,2.0,7,84.0,6.45,TitLowCost,B,0.0,0.0,57.0,65.1,0.378
1f2c9d5f58cff9e6,NJIE,Fiorentina,C,W;A,2.4,2.9,2-3,2-4,2.0,3.0,2.0,4.0,0.5,-1.0,7,80.0,6.49,TitLowCost,P,0.0,0.0,47.4,68.0,0.392
c093786e10ea41cb,CAMBIAGHI,Bologna,C,W;A,2.35,4.35,2-3,3-6,2.0,3.0,3.0,6.0,0.5,-2.0,7,88.0,6.4,TitLowCost,B,0.0,0.0,76.6,62.2,0.352
ee0a36d3dcd89478,PIEROTTI,Lecce,C,W,2.2,1.2,2-3,1-2,2.0,3.0,1.0,2.0,0.5,1.0,7,92.0,6.36,TitLowCost,T,10.0,0.0,94.3,58.1,0.331
538ca2b48f9380ed,SUCIC P.,Inter,C,C,2.15,7.6,2-3,6-11,2.0,3.0,6.0,11.0,0.5,-6.0,8,76.0,6.54,TitLowCost,P,0.0,0.0,38.3,70.6,0.41
faedadfa2e7c9fd6,MANDRAGORA,Torino,C,C,2.0,5.4,2-3,4-8,2.0,3.0,4.0,8.0,0.5,-3.0,8,86.0,6.42,TitLowCost,B,0.0,20.0,64.6,64.1,0.361
f68fcca668fc91cc,OULAI,Fiorentina,C,M;C,1.9,4.8999999999999995,2-3,4-7,2.0,3.0,4.0,7.0,0.5,-3.0,8,80.0,6.48,TitLowCost,B,0.0,0.0,47.4,66.4,0.384
63d7a5cf987876d5,CRISTANTE,Roma,C,M;C,1.25,10.65,1-2,8-15,1.0,2.0,8.0,15.0,0.5,-10.0,8,86.0,6.4,TitLowCost,T,0.0,0.0,64.6,60.9,0.344
908db68d6fba2ba1,FABBIAN,Parma,C,C;T,0.95,1.95,1-2,2-3,1.0,2.0,2.0,3.0,0.5,-1.0,8,86.0,6.39,TitLowCost,B,0.0,0.0,64.6,59.1,0.335
96dcc8b63f0e4005,ADOPO,Cagliari,C,M;C,0.5,2.2,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,92.0,6.25,TitLowCost,T,0.0,0.0,94.3,45.6,0.23
f615cbbd541555ff,CANCELLIERI,Lazio,C,W;A,0.5,1.95,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,60.0,6.26,Riserva,P,0.0,0.0,17.2,34.6,0.156
ba1589ac25273a04,CATALDI,Lazio,C,M;C,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,6.27,Jolly,P,0.0,20.0,29.2,40.9,0.194
3f09cae21a0d6881,DE ROON,Roma,C,M;C,0.5,2.4,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,80.0,6.25,TitLowCost,P,0.0,0.0,47.4,41.4,0.2
a4457d7ee78ee89b,FAGIOLI,Fiorentina,C,M;C,0.5,4.3,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,88.0,6.36,TitLowCost,B,0.0,20.0,76.6,57.3,0.317
fd76a8af6a78823b,FERGUSON,Bologna,C,M;C,0.5,6.6499999999999995,1-1,4-10,1.0,1.0,4.0,10.0,0.0,-6.0,8,88.0,6.33,TitLowCost,T,0.0,0.0,76.6,55.5,0.29
ac23777039f25fb5,ILIC,Lecce,C,M;C,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,83.0,6.26,TitLowCost,B,0.0,20.0,52.3,44.0,0.216
555c7d026b926bba,KOOPMEINERS,Juventus,C,C;T,0.5,2.4,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,76.0,6.47,TitLowCost,P,0.0,0.0,38.3,62.8,0.357
0d1ad82ab6f6bc50,LOBOTKA,Napoli,C,M;C,0.5,9.85,1-1,7-14,1.0,1.0,7.0,14.0,0.0,-9.0,8,88.0,6.36,TitLowCost,T,0.0,0.0,76.6,57.3,0.317
3108ad9039502acd,MALEH,Lecce,C,M;C,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.94,Riserva,P,0.0,0.0,7.3,7.6,-0.031
4bdb870fd04ca259,MESSIAS,Genoa,C,W;T,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,6.24,Riserva,P,0.0,20.0,22.7,34.1,0.154
a4704bf32de26432,MKHITARYAN,Inter,C,C,0.5,1.55,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,60.0,6.28,Riserva,P,0.0,0.0,17.2,37.2,0.168
1b3c8ed9995c6ce7,MORO N.,Bologna,C,M;C,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,6.05,Jolly,P,0.0,0.0,29.2,19.5,0.036
3404980e6ee12b6c,POBEGA,Bologna,C,M;C,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,80.0,6.34,TitLowCost,P,0.0,0.0,47.4,51.3,0.272
1494a43925546f43,RICCI S.,Como,C,M;C,0.5,1.45,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,74.0,6.04,Jolly,P,0.0,0.0,32.8,17.4,0.03
366af5d63ad1a53b,ROVELLA,Lazio,C,M;C,0.5,2.9,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,83.0,6.26,TitLowCost,T,0.0,0.0,52.3,44.0,0.216
b88f86eec8b6ee61,SULEMANA I.,Sassuolo,C,M;C,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,6.02,Riserva,P,0.0,0.0,7.3,15.4,0.01
84eda20690166840,ZALEWSKI,Atalanta,C,W,0.5,2.3,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,76.0,6.5,TitLowCost,P,0.0,0.0,38.3,65.9,0.38
7ce88cfb246e1744,LOFTUS-CHEEK,Milan,C,C;T,0.5,3.1,1-1,2-5,1.0,1.0,2.0,5.0,0.0,-2.0,8,72.0,6.15,Jolly,P,0.0,0.0,29.2,28.4,0.108
779b5c6b00b7d879,FOLORUNSHO,Monza,C,C;T,0.5,2.0,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,86.0,6.2,TitLowCost,B,0.0,0.0,64.6,37.8,0.172
3d738e02d95025f4,DEIOLA,Cagliari,C,M;C,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,86.0,6.3,TitLowCost,B,20.0,0.0,64.6,50.3,0.258
6361121889f6161c,FRENDRUP,Genoa,C,M;C,0.5,4.8,1-1,4-7,1.0,1.0,4.0,7.0,0.0,-4.0,8,78.0,6.23,TitLowCost,B,0.0,0.0,42.4,39.3,0.179
0ada4a00a3f9a3d4,GINEITIS,Torino,C,M;C,0.5,1.35,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,80.0,6.29,TitLowCost,B,0.0,0.0,47.4,46.1,0.232
521f5c1aa54fb896,ZARRAGA,Udinese,C,M;C,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.97,Riserva,P,0.0,0.0,7.3,10.4,-0.016
58dc7555845aeb40,MUSAH,Milan,C,C;W,0.5,1.6,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,86.0,6.28,TitLowCost,B,0.0,0.0,64.6,47.7,0.241
46b443423da354bd,KABA,Lecce,C,M;C,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,56.0,6.02,Riserva,P,0.0,0.0,13.0,15.9,0.011
af81beeba0cb716b,BELAHYANE,Lazio,C,M;C,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.97,Riserva,P,0.0,0.0,7.3,10.4,-0.016
87d8526125c217b9,DOUGLAS LUIZ,Juventus,C,C,0.5,6.45,1-1,5-9,1.0,1.0,5.0,9.0,0.0,-5.0,8,76.0,6.4,TitLowCost,P,0.0,20.0,38.3,56.0,0.304
244befcf14df0e9c,THURAM K.,Juventus,C,C,0.5,5.8500000000000005,1-1,4-9,1.0,1.0,4.0,9.0,0.0,-5.0,8,48.0,6.3,Riserva,P,0.0,0.0,1.6,32.0,0.144
024cde16441630f5,SOHM,Venezia,C,C,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,76.0,5.96,TitLowCost,P,0.0,0.0,38.3,8.1,-0.03
a35e36c3a510bd15,DELE-BASHIRU,Lazio,C,C;T,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,6.37,Jolly,P,0.0,0.0,29.2,50.8,0.266
50cc8df72f86afa3,ELLERTSSON,Genoa,C,E;C,0.5,2.4,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,86.0,6.33,TitLowCost,B,0.0,10.0,64.6,54.4,0.284
114849d67140db92,FELICI,Cagliari,C,W,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,6.15,Riserva,P,0.0,0.0,7.3,25.8,0.078
135b60ee42d22f82,ZERBIN,Frosinone,C,W,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,84.0,6.08,TitLowCost,B,0.0,0.0,57.0,24.7,0.067
4d3616d610fcf09b,KARLSTROM,Udinese,C,M;C,0.5,3.65,1-1,3-5,1.0,1.0,3.0,5.0,0.0,-3.0,8,92.0,6.16,TitLowCost,T,0.0,0.0,94.3,32.8,0.147
4af7ba828393ffa5,ALMQVIST,Parma,C,W;A,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,6.08,Riserva,P,0.0,0.0,17.2,22.1,0.048
fc280b3d94634812,COULIBALY L.,Lecce,C,M;C,0.5,2.35,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,92.0,6.19,TitLowCost,T,0.0,0.0,94.3,38.3,0.175
6dc97eefcdbe8295,BRESCIANINI,Fiorentina,C,C;T,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,6.06,Riserva,P,0.0,0.0,7.3,18.0,0.031
1dced1b0bf8043a7,FADERA,Cagliari,C,W,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,6.1,Riserva,P,0.0,0.0,17.2,23.4,0.06
c1fef39f07b6a75c,DOMINGUEZ B.,Sassuolo,C,W;A,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,78.0,6.37,TitLowCost,P,0.0,0.0,42.4,54.9,0.289
30e25f2627e5efe3,ANJORIN,Torino,C,C;T,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,58.0,6.0,Riserva,P,0.0,0.0,14.3,13.0,0.0
0cb705306390a631,GILMOUR,Napoli,C,M;C,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,56.0,6.06,Riserva,P,0.0,0.0,13.0,18.5,0.034
7b11efe6af05d5bf,KEITA M.,Parma,C,M;C,0.5,2.35,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,92.0,6.12,TitLowCost,T,0.0,0.0,94.3,28.9,0.11
982297fdfdaaffbd,BERISHA M.,Lecce,C,C;T,0.5,1.35,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,88.0,6.27,TitLowCost,T,0.0,10.0,76.6,47.1,0.238
a559295f8cc4b9b0,BASIC,Venezia,C,M;C,0.5,2.7,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,88.0,6.08,TitLowCost,B,0.0,20.0,76.6,25.3,0.07
814201f47b3b1e10,CAQUERET,Como,C,C;T,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,60.0,6.06,Riserva,P,0.0,0.0,17.2,19.5,0.036
35adc140c05ecb8b,HELGASON,Venezia,C,C;T,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,75.0,5.97,TitLowCost,P,0.0,0.0,34.9,9.6,-0.023
b2bdb5a5f031dec3,MASINI,Frosinone,C,M;C,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,84.0,5.92,TitLowCost,B,0.0,0.0,57.0,5.5,-0.067
2b425c4cacbe4bde,VENTURINO,Genoa,C,W,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,54.0,6.07,Riserva,P,0.0,0.0,11.2,20.8,0.038
932039b42869d4fc,LUIS HENRIQUE,Inter,C,E;W,0.5,1.8,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,64.0,6.23,Riserva,P,0.0,0.0,22.7,32.8,0.147
fcefc31afb2a1f0b,ADDAI,Como,C,W;A,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,65.0,6.39,Riserva,P,0.0,0.0,24.2,49.2,0.253
b577b5d8c9f79d23,THORSTVEDT,Sassuolo,C,C;T,0.5,5.55,1-1,4-8,1.0,1.0,4.0,8.0,0.0,-5.0,8,60.0,6.27,Riserva,P,0.0,0.0,17.2,36.2,0.162
56f4d96aae2b14a2,BOLOCA,Sassuolo,C,M;C,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,46.0,5.98,Riserva,P,0.0,0.0,0.5,11.2,-0.009
8a619d50a422c287,ABOUKHLAL,Torino,C,W;A,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,50.0,6.12,Riserva,P,0.0,0.0,2.3,23.4,0.06
2985626f47629fd2,ORDONEZ C.,Parma,C,M;C,0.5,1.35,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,88.0,6.15,TitLowCost,B,0.0,0.0,76.6,30.5,0.132
d5fbc659b6ee7259,VOLPATO,Sassuolo,C,W;T,0.5,4.5,1-1,3-7,1.0,1.0,3.0,7.0,0.0,-4.0,8,76.0,6.44,TitLowCost,P,0.0,0.0,38.3,58.6,0.334
d0482a12b8ac7674,KONÈ I.,Sassuolo,C,C,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,61.0,6.4,Riserva,T,0.0,0.0,20.6,48.2,0.244
48885bd4b4086481,LIPANI,Sassuolo,C,M;C,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,5.99,Riserva,P,0.0,0.0,22.7,11.7,-0.006
4c08615ffa200881,PIOTROWSKI,Udinese,C,M;C,0.5,3.0,1-1,2-5,1.0,1.0,2.0,5.0,0.0,-2.0,8,84.0,6.33,TitLowCost,B,0.0,0.0,57.0,51.8,0.277
c813d28b497f68eb,LITETA,Cagliari,C,M;C,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,48.0,5.92,Riserva,P,0.0,0.0,1.6,6.5,-0.038
cef9efd1d90cce72,JASHARI,Milan,C,M;C,0.5,2.35,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,88.0,6.32,TitLowCost,B,0.0,0.0,76.6,53.9,0.282
e5083970b71afedf,MILLER L.,Udinese,C,M;C,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,80.0,6.26,TitLowCost,B,0.0,0.0,47.4,43.0,0.208
21068c7ee55861ad,ILKHAN,Torino,C,M;C,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,70.0,6.06,Jolly,P,0.0,0.0,26.3,21.6,0.042
f488892f30ce4220,MATIC,Sassuolo,C,M;C,0.5,2.3,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,90.0,6.15,TitLowCost,T,0.0,0.0,86.2,31.0,0.135
90ec6bd0eb7c80f6,ORISTANIO,Torino,C,W;T,0.5,1.35,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,75.0,6.37,TitLowCost,P,0.0,0.0,34.9,52.3,0.278
ea7117ccc18ec260,ZHEGROVA,Juventus,C,W,0.5,1.55,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,56.0,6.36,Riserva,P,0.0,0.0,13.0,41.9,0.202
2165e3c73149537f,NICOLUSSI CAVIGLIA,Parma,C,M;C,0.5,1.6,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,74.0,6.24,Jolly,P,0.0,20.0,32.8,38.8,0.178
15ef4fc3e623b0ed,CREMASCHI,Parma,C,E;C,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,51.0,6.03,Riserva,P,0.0,0.0,3.4,16.4,0.015
526ae3ea17efb18f,GORTER,Lecce,C,M;C,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,84.0,6.17,TitLowCost,B,0.0,0.0,57.0,31.5,0.143
899b8611251c7e93,GANDELMAN,Lecce,C,C;T,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,6.11,Jolly,P,0.0,0.0,29.2,26.3,0.079
4efd05ac35d46f2f,NGOM,Lecce,C,M;C,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,80.0,6.16,TitLowCost,P,0.0,0.0,47.4,29.9,0.128
2d0f9ca777440f15,FOFANA SA.,Lecce,C,M;C,0.5,0.65,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,51.0,5.82,Riserva,P,0.0,0.0,3.4,3.9,-0.092
bd2ecbb90fba7751,AMORIM,Genoa,C,M;C,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,86.0,6.21,TitLowCost,B,0.0,0.0,64.6,39.8,0.181
8bbaea72ddfd2aac,PRZYBOREK,Lazio,C,W;T,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,54.0,6.07,Riserva,P,0.0,0.0,11.2,20.8,0.038
b10c7dc074d9e3d8,BAKOLA,Sassuolo,C,C;T,0.5,2.5,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,83.0,6.26,TitLowCost,P,0.0,0.0,52.3,44.0,0.216
37c6b44adee253a6,LAHDO,Como,C,C;T,0.5,0.75,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,46.0,6.02,Riserva,P,0.0,0.0,0.5,14.6,0.009
6f8a82c8d1a10c57,PESSINA,Monza,C,M;C,0.5,1.6,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,75.0,6.45,TitLowCost,T,70.0,20.0,34.9,59.6,0.338
b54d56d2bca0e9ab,MEICHTRY,Genoa,C,W;T,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,74.0,6.42,Jolly,P,0.0,0.0,32.8,56.5,0.311
21feb1a38a03544f,STANKOVIC A.,Inter,C,M;C,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,70.0,6.4,Jolly,P,0.0,0.0,26.3,52.9,0.28
84212b6d86d8c8bb,UNAI GOMEZ,Udinese,C,T,0.5,1.8,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,70.0,6.23,Jolly,P,0.0,0.0,26.3,35.4,0.161
5f17c21a21c33361,COLOMBO L.,Monza,C,M;C,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,73.0,5.73,Jolly,P,0.0,0.0,31.2,0.3,-0.197
8b06a63e230196d1,GELLI F.,Frosinone,C,C;T,0.5,0.75,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.79,Riserva,P,0.0,0.0,7.3,3.1,-0.109
76179ad5108b5e4c,CHAKVETADZE,Udinese,C,W;T,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,61.0,6.1,Riserva,P,0.0,0.0,20.6,24.2,0.061
19c665375c8ccf81,CICHELLA,Frosinone,C,M;C,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,88.0,6.01,TitLowCost,B,0.0,0.0,76.6,14.6,0.009
3c28257a692d7ab7,MILLA,Como,C,M;C,0.5,9.549999999999999,1-1,7-13,1.0,1.0,7.0,13.0,0.0,-9.0,8,84.0,6.3,TitLowCost,B,0.0,20.0,57.0,48.7,0.252
cddd5377d43eab56,EL AZZOUZI O.,Bologna,C,M;C,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,79.0,6.19,TitLowCost,T,0.0,0.0,44.0,33.6,0.15
